X,Y_0,Y_1,W,F_p,V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8
1,9096.4,19.2051,3,0,2,461.2,2,8,0,4,3,4,2
1,17198.5,19.0596,4,0,3,780.8,1,4,0,4,5,4,3
2,12689.2,19.1084,1,0,2,576.1,4,5,0,3,3,6,3
1,17204.5,18.9177,3,0,3,781.1,1,4,0,3,5,5,3
2,19459.4,19.0171,2,0,3,883.5,1,6,0,3,4,7,3
1,10969.7,19.1959,3,0,2,556.2,4,4,0,2,3,3,5
2,19315.8,18.9991,3,0,4,876.9,2,9,0,5,5,5,3
2,15092.1,19.1189,8,0,2,765.2,3,6,0,3,4,2,4
2,8760.3,19.2135,6,0,5,397.7,4,7,0,1,1,2,7
2,19411.4,18.9264,2,0,4,881.3,1,8,0,3,5,6,3
1,14819.6,19.1886,2,0,2,672.8,1,2,0,2,1,5,1
2,11122.0,19.0682,1,0,1,563.9,1,5,0,4,4,10,2
2,11338.5,19.0578,6,0,3,574.9,4,9,0,4,4,2,4
1,10651.8,19.1265,4,0,3,483.6,2,5,0,3,4,3,5
2,14166.3,19.124,4,0,6,718.2,2,4,0,3,1,3,4
1,12022.6,19.1286,2,0,3,545.8,3,8,0,1,2,4,7
1,10472.2,19.0148,16,1,2,475.4,1,5,1,2,5,1,1
1,9016.0,18.9128,4,0,3,457.1,1,5,1,2,4,3,5
2,10167.2,19.0235,3,0,1,461.6,2,9,0,3,3,4,3
1,7750.4,19.1428,2,0,2,351.9,1,4,0,3,3,5,3
1,11525.3,19.2193,5,0,6,523.2,2,2,0,2,2,2,4
2,10036.9,19.2642,6,0,5,508.9,4,8,0,1,2,2,7
1,9162.0,19.2799,4,0,5,464.5,4,9,0,2,2,2,1
1,11938.9,19.1593,5,0,3,605.3,3,5,0,5,3,3,3
1,14597.9,19.2122,4,0,5,740.1,3,5,0,4,3,3,3
2,12638.5,18.7834,5,0,2,640.8,1,9,1,1,3,2,7
1,8683.5,19.0428,5,0,2,440.3,4,3,0,4,5,3,3
2,10778.6,19.1763,6,0,2,546.5,3,5,0,3,3,2,4
2,11573.3,19.1541,7,0,3,586.8,4,4,0,4,3,2,3
1,11947.6,19.1619,4,0,3,605.7,2,3,0,3,4,3,4
1,14425.9,19.046,2,0,4,654.9,1,8,0,2,2,5,1
2,11071.4,19.1506,5,0,5,502.6,3,5,0,1,2,2,6
1,9291.6,19.2148,3,0,1,471.1,3,6,0,5,2,4,3
2,9407.1,19.1858,3,0,2,427.1,4,5,0,5,5,4,3
2,13527.1,18.8819,7,0,2,685.8,4,6,1,1,3,2,7
1,13458.1,18.7996,7,0,3,682.3,1,4,1,1,3,2,7
2,8727.5,19.151,3,0,5,396.2,2,7,0,3,2,3,3
2,8908.6,19.089,7,0,2,451.7,1,7,0,2,4,2,2
2,9322.2,19.0412,3,0,2,472.6,3,6,0,3,3,3,5
1,10420.3,18.9657,1,0,4,473.1,1,8,0,2,3,6,1
2,15650.8,18.8348,7,0,4,710.5,1,7,1,1,3,2,7
2,10127.7,18.6957,4,0,4,459.8,1,6,1,1,3,2,7
1,11762.5,19.2494,7,0,2,596.4,4,6,0,2,3,2,1
1,20437.2,18.7468,4,0,1,927.8,1,3,1,3,5,4,1
2,6262.2,19.0842,5,0,5,317.5,3,7,0,1,2,2,6
1,9926.1,18.9571,5,0,3,503.3,4,8,1,1,2,2,6
2,10387.6,19.0237,6,0,4,471.6,1,5,0,2,3,2,2
2,11235.4,18.8136,7,0,3,510.1,1,6,1,1,3,2,7
1,14982.9,18.8568,2,0,1,680.2,1,3,1,2,5,5,2
2,8537.3,19.1173,3,0,5,387.6,3,5,0,3,3,4,3
1,11330.4,19.1163,1,0,5,514.4,1,3,0,2,1,7,1
2,10424.8,19.0977,11,1,3,528.5,3,4,0,2,4,1,5
1,11225.0,19.1433,4,0,3,509.6,1,7,0,5,2,3,3
2,14340.1,18.9739,3,0,3,727.0,1,4,0,4,2,4,3
1,14636.4,19.2084,3,0,2,664.5,2,4,0,4,3,4,3
2,9304.2,19.2313,5,0,5,422.4,3,6,0,1,1,2,6
1,11011.1,19.1001,5,0,6,499.9,1,3,0,1,1,2,7
2,11347.0,18.883,8,0,3,575.3,1,4,1,1,3,1,7
1,17152.2,19.2402,5,0,2,869.6,3,6,0,5,5,4,3
2,11343.7,18.9762,2,0,3,515.0,1,6,0,2,3,4,1
1,17859.0,19.0422,2,0,2,810.8,1,3,0,5,5,7,3
2,8071.9,19.0869,3,0,2,366.5,1,8,0,1,1,2,7
2,11591.2,19.1239,7,0,3,587.7,3,6,0,1,2,2,7
2,10792.4,18.8482,4,0,3,490.0,1,5,1,1,5,2,7
1,9741.1,19.2223,5,0,6,493.9,4,2,0,1,1,2,7
2,11027.7,18.9191,3,0,2,500.7,2,3,0,4,5,4,3
1,13368.2,19.0819,3,0,3,677.8,2,5,0,5,4,5,3
2,12302.3,19.1141,4,0,1,558.5,2,9,0,2,2,3,4
1,14982.0,19.1336,3,0,1,759.6,2,6,0,5,4,5,3
1,12537.6,19.0232,8,0,3,635.7,2,4,0,4,3,2,3
2,15762.0,18.7192,4,0,4,715.6,1,6,1,2,4,3,2
2,16482.2,19.0146,2,0,2,748.3,1,5,0,2,3,6,1
2,11686.3,18.8137,5,0,1,592.5,1,4,1,1,4,2,7
2,10908.0,19.2001,5,0,3,553.0,3,5,0,4,3,3,4
2,15480.3,18.8034,7,0,2,784.9,1,2,1,2,4,2,2
2,7924.1,19.0723,6,0,5,401.8,4,5,0,1,1,1,6
1,7700.8,18.7613,4,0,4,349.6,2,1,1,1,5,2,7
1,13543.2,19.0698,1,0,4,614.9,1,5,0,4,5,10,3
1,14917.5,18.8253,1,0,3,677.3,1,2,1,2,5,7,2
2,11603.0,19.1106,8,0,3,526.8,3,5,0,2,3,2,4
1,14114.3,18.8451,3,0,3,640.8,1,1,1,1,2,3,7
1,11906.7,19.3026,6,0,2,540.6,3,5,0,2,1,2,2
1,6265.6,19.1793,5,0,2,317.7,4,9,0,1,2,2,6
2,6164.1,18.6905,6,0,3,312.5,1,6,1,1,3,2,7
2,20520.8,19.058,6,0,3,931.6,1,6,0,2,2,3,1
1,7717.4,18.9998,2,0,4,350.4,1,4,0,5,5,6,3
1,16817.6,19.01,6,0,1,763.5,1,4,0,3,3,2,2
2,8208.2,19.0566,4,0,3,372.7,1,6,0,2,2,2,2
1,10960.3,19.261,5,0,1,497.6,2,4,0,3,3,3,4
1,15785.7,19.1074,3,0,2,716.7,2,7,0,2,3,4,1
2,20533.8,19.0498,7,0,3,932.2,1,5,0,2,3,2,2
1,16519.6,18.8167,7,0,4,837.5,1,4,1,2,5,3,2
2,6326.5,19.2271,3,0,5,320.8,4,6,0,4,2,3,3
2,8247.3,19.1348,4,0,2,418.1,4,4,0,2,3,3,5
2,16698.9,19.1645,6,0,5,846.6,3,5,0,2,3,2,4
1,11073.6,19.3581,4,0,2,561.4,3,4,0,5,2,3,3
2,10231.3,19.1391,2,0,5,518.7,2,6,0,3,2,5,1
1,12412.4,19.0381,4,0,2,629.3,2,2,0,4,3,3,3
2,11738.4,18.9986,1,0,3,532.9,1,9,0,2,3,6,1
2,12694.4,19.1538,4,0,1,576.3,4,9,0,3,1,3,4
1,8866.7,19.213,5,0,1,402.5,3,5,0,2,2,2,2
1,9646.2,18.9179,5,0,2,489.1,4,6,1,1,5,2,7
2,17151.6,18.8643,6,0,4,778.7,1,4,1,2,5,3,5
1,8421.9,19.0221,1,0,1,382.4,1,3,0,2,4,5,1
2,13932.1,18.7768,1,0,4,632.5,1,9,1,2,5,10,1
2,13600.7,18.9411,6,0,1,617.5,4,9,1,2,4,2,1
1,10390.3,19.0675,5,0,5,471.7,1,7,0,1,2,2,7
1,16853.0,18.7498,6,0,4,765.1,1,4,1,1,4,2,7
1,16379.4,18.8619,5,0,4,743.6,1,4,1,2,4,3,1
1,17570.6,18.8615,1,0,4,797.7,1,4,1,2,5,8,2
1,7472.0,19.1421,3,0,6,378.8,2,2,0,2,2,3,5
2,8476.3,19.1192,9,0,5,429.7,4,5,0,1,2,1,6
1,14292.8,18.7331,3,0,3,648.9,1,3,1,4,5,5,3
2,9155.5,19.1903,9,0,2,464.2,3,7,0,2,2,1,5
1,14355.2,18.9756,5,0,2,727.8,2,3,0,3,4,3,3
2,13150.4,19.1152,8,0,2,666.7,4,2,0,2,2,2,4
1,15163.6,19.0084,7,0,3,768.8,2,3,0,4,2,2,3
2,10577.4,19.1893,3,0,3,480.2,4,5,0,5,4,4,3
2,19368.5,19.0712,2,0,1,879.3,1,5,0,4,3,6,2
1,11343.7,19.0414,2,0,3,515.0,1,4,0,2,4,4,1
1,11785.2,19.1241,6,0,1,597.5,4,5,0,5,5,3,5
1,6112.4,19.0979,9,0,6,309.9,2,3,0,1,1,1,6
2,12533.0,19.0997,6,0,4,569.0,3,5,0,1,1,2,7
1,13370.1,19.0839,3,0,6,607.0,2,2,0,2,3,3,1
2,6753.1,19.1724,3,0,2,342.4,3,6,0,5,4,4,4
1,9081.5,19.1597,2,0,5,412.3,3,5,0,4,1,3,3
1,11574.4,19.2017,4,0,5,586.8,3,6,0,1,2,2,7
1,11525.0,19.2373,4,0,3,523.2,2,9,0,3,2,3,3
1,12277.8,18.7947,5,0,5,557.4,1,3,1,1,3,2,7
1,13320.1,18.8921,3,0,2,604.7,1,4,1,1,4,3,6
1,11190.2,19.2298,4,0,5,567.3,2,7,0,3,2,3,3
2,9092.4,19.0427,8,0,1,461.0,3,4,0,4,3,2,3
2,6392.0,19.0983,4,0,3,290.2,3,6,0,1,1,2,7
1,13146.3,19.0922,2,0,2,666.5,1,3,0,2,2,5,5
2,16139.6,18.7688,9,0,4,732.7,1,5,1,1,5,2,7
2,13121.0,19.1866,2,0,2,665.2,4,7,0,5,3,6,4
1,20645.0,18.7822,2,0,4,937.3,1,2,1,2,5,7,1
1,12914.4,18.8984,3,0,1,654.8,1,4,1,1,3,3,6
2,11097.8,19.2192,6,0,5,503.8,4,7,0,2,2,2,2
1,11902.9,19.2007,3,0,5,603.5,2,5,0,2,3,4,5
2,14024.8,18.7684,5,0,4,636.7,1,5,1,1,5,2,7
1,13212.2,18.7618,4,0,1,669.9,3,5,1,1,3,3,7
1,11446.0,18.8906,7,0,2,580.3,2,3,1,1,3,2,6
2,17285.8,19.0393,7,0,3,876.4,3,6,0,3,4,2,3
2,11852.1,19.1476,3,0,5,600.9,2,9,0,2,2,3,1
2,6065.4,19.1746,2,0,3,275.4,3,5,0,2,1,2,2
1,10760.8,19.2048,4,0,5,545.6,3,5,0,5,3,3,3
2,14460.0,18.6813,3,0,4,656.5,1,8,1,1,5,4,7
2,15957.7,19.0179,3,0,3,724.5,1,6,0,4,5,4,3
1,11364.0,18.8754,5,0,2,515.9,1,2,1,1,3,2,7
2,17503.3,18.7259,4,0,4,794.6,1,9,1,2,5,4,2
2,8441.1,19.1812,9,0,5,428.0,4,7,0,1,1,1,6
1,11210.3,18.9313,10,1,2,568.4,2,4,1,1,3,1,6
1,10678.4,19.1119,3,0,4,484.8,2,5,0,5,5,5,3
1,12270.8,19.1551,4,0,2,622.1,2,3,0,3,2,3,4
2,15129.3,18.9817,15,1,2,767.1,3,3,0,1,2,1,6
2,13910.6,18.8261,7,0,3,705.3,1,5,1,1,3,2,6
2,10955.2,19.0696,1,0,1,497.4,1,8,0,4,5,9,1
1,13892.0,18.9321,9,0,4,630.7,1,9,0,4,5,2,3
2,18178.2,18.8465,4,0,3,825.3,1,6,1,2,5,3,2
1,10766.7,19.208,3,0,1,545.9,4,4,0,2,3,4,5
2,9208.5,18.9245,3,0,3,466.9,1,8,0,4,2,3,3
1,10470.1,18.7316,1,0,4,475.3,2,8,1,1,5,10,6
2,7848.6,19.0525,3,0,5,356.3,1,9,0,3,2,3,4
2,11217.7,18.7948,9,0,2,568.7,2,4,1,1,2,1,7
2,12461.7,19.1348,5,0,1,631.8,3,5,0,4,3,3,4
2,4086.8,19.0398,3,0,5,207.2,1,5,0,4,2,3,3
1,13119.9,18.9993,6,0,2,595.6,4,4,1,1,2,2,7
1,18746.8,19.1112,5,0,2,950.5,4,5,0,5,3,3,3
2,13184.2,18.9631,4,0,3,598.6,1,4,0,2,3,3,2
2,10379.7,18.7949,9,0,3,526.3,1,6,1,1,3,1,7
2,9404.2,19.21,5,0,1,476.8,4,6,0,4,4,3,4
1,11149.4,18.826,16,1,6,565.3,4,2,1,1,3,1,7
2,12269.0,19.0322,6,0,4,557.0,1,6,0,2,4,2,2
2,12519.3,19.1463,7,0,1,634.7,4,5,0,2,3,2,1
1,14377.0,19.0443,5,0,3,652.7,1,4,0,3,3,3,2
2,10774.2,19.0253,6,0,3,489.1,1,5,0,4,3,2,3
1,8470.7,19.0327,2,0,6,384.6,1,2,0,1,1,3,6
1,11884.1,19.3041,4,0,2,539.5,4,6,0,1,1,2,7
1,14052.7,19.0655,9,0,1,712.5,1,5,0,2,3,2,2
2,15567.3,18.7391,4,0,3,706.8,1,6,1,1,5,3,7
2,14885.8,18.9785,5,0,3,675.8,1,4,0,2,3,2,5
1,12656.4,18.8191,3,0,5,574.6,3,5,1,1,3,3,6
2,16525.0,18.9208,4,0,3,750.2,1,5,0,4,3,3,3
2,9199.2,19.0115,4,0,1,466.4,1,5,0,2,3,3,1
1,22610.1,19.0583,4,0,2,1026.5,1,4,0,4,5,4,3
1,11249.9,18.7474,5,0,3,510.7,1,4,1,1,4,2,7
2,12884.4,18.983,7,0,5,585.0,1,9,0,1,3,2,7
2,17738.7,19.0249,1,0,3,805.3,1,5,0,5,5,10,3
1,15219.8,19.2014,4,0,1,691.0,4,8,0,2,2,2,2
2,8514.8,19.0192,4,0,3,431.7,4,5,0,2,3,2,1
1,14176.8,18.8642,2,0,4,643.6,1,6,1,2,4,5,1
2,12762.8,19.0295,4,0,2,579.4,1,8,0,3,2,3,3
1,9489.4,19.3152,4,0,5,430.8,4,7,0,2,1,2,2
1,11665.9,19.1,4,0,5,529.6,3,4,0,2,2,3,4
1,17707.2,19.0635,3,0,3,803.9,1,5,0,4,3,4,3
1,13321.3,19.0814,8,0,2,675.4,2,2,0,1,2,2,6
2,14528.4,18.8517,12,1,2,736.6,1,5,1,1,3,1,7
2,11469.1,18.8055,2,0,3,520.7,1,5,1,1,2,4,7
1,8344.3,19.208,1,0,3,378.8,2,5,0,1,1,10,6
2,6936.3,19.0649,8,0,5,351.7,3,5,0,1,1,1,6
2,15983.6,18.9126,3,0,3,725.7,1,5,1,2,5,4,2
2,12170.6,18.9714,4,0,3,617.0,2,5,0,5,3,3,3
2,14195.5,19.0177,1,0,4,644.5,1,9,0,3,4,8,1
2,15057.3,18.7589,7,0,4,683.6,1,9,1,2,5,2,2
1,10103.5,19.2379,4,0,5,512.2,2,2,0,1,1,2,6
1,12577.2,18.8478,1,0,4,571.0,1,4,1,2,5,7,1
2,9480.2,19.1793,3,0,5,480.6,4,5,0,4,3,4,5
1,18106.7,19.0798,2,0,4,822.0,1,5,0,3,4,5,1
1,10483.7,19.2917,10,1,2,531.5,4,4,0,2,2,1,1
2,11837.7,19.2144,3,0,1,537.4,4,7,0,1,1,3,7
1,5288.3,19.1839,4,0,2,240.1,4,5,0,4,3,3,3
2,10526.3,19.2072,3,0,3,533.7,4,5,0,3,2,3,4
1,16335.6,18.9929,3,0,3,741.6,1,2,0,3,5,5,3
2,11523.7,19.1453,6,0,2,584.3,4,7,0,1,2,2,6
2,13094.0,19.0734,6,0,5,594.5,2,8,0,1,2,2,6
1,5565.8,18.8921,6,0,2,282.2,2,3,1,1,2,2,6
1,12466.0,19.1184,4,0,3,632.0,3,5,0,5,3,3,4
2,15953.2,19.0549,9,0,3,808.8,3,5,0,4,3,2,3
1,15307.6,19.0732,9,0,3,695.0,1,5,0,2,3,2,2
2,17666.4,19.0367,5,0,3,802.1,1,9,0,3,4,3,3
2,14435.7,18.9144,2,0,4,655.4,1,8,0,4,5,6,1
2,18315.7,18.9545,3,0,3,831.5,1,5,0,5,4,5,3
1,11037.4,19.0819,5,0,1,559.6,3,8,0,1,1,2,7
2,3255.4,19.1312,4,0,5,165.0,4,4,0,2,3,2,4
1,11185.8,19.1146,3,0,2,507.8,1,3,0,2,2,3,2
2,5748.3,19.1202,4,0,2,291.4,4,9,0,2,2,2,4
1,8776.0,19.2475,5,0,5,444.9,3,6,0,1,1,2,6
2,13622.1,18.8022,4,0,3,618.4,1,6,1,1,4,3,7
2,14989.5,18.8997,2,0,4,680.5,1,4,0,4,4,6,3
2,14774.0,18.7986,5,0,3,670.7,2,5,1,1,2,2,7
2,10062.3,19.2195,8,0,5,510.2,4,6,0,4,1,2,3
2,9732.9,19.1304,1,0,5,493.5,2,6,0,3,3,7,5
2,18740.5,18.8945,3,0,3,850.8,1,5,0,2,3,5,1
1,8872.1,19.0642,2,0,3,402.8,2,4,0,2,2,3,1
2,10123.2,19.0374,4,0,2,459.6,1,9,0,2,2,2,2
1,14009.3,19.385,16,1,5,710.3,3,8,0,1,2,1,6
2,12692.1,19.1904,5,0,2,576.2,4,9,0,3,3,2,4
1,13403.2,19.2484,8,0,2,679.5,4,4,0,2,2,2,5
2,16079.5,18.9981,5,0,3,730.0,1,7,0,4,5,3,3
1,12863.6,19.0395,4,0,5,584.0,1,3,0,4,2,3,3
1,6013.0,18.9803,3,0,1,273.0,2,6,1,1,3,2,6
1,8699.2,18.8824,2,0,1,441.0,1,4,1,2,5,4,2
1,12240.6,19.072,3,0,2,620.6,2,2,0,5,5,5,5
2,7052.8,19.0477,5,0,3,320.2,4,5,0,2,2,2,2
1,14212.9,19.0775,5,0,4,645.3,1,9,0,2,4,2,1
2,12861.2,19.1109,7,0,5,652.1,4,5,0,1,2,2,7
1,19162.6,18.7788,11,1,4,870.0,1,8,1,1,5,2,7
2,12224.0,19.0838,5,0,2,555.0,4,5,0,2,3,2,2
2,12538.5,19.193,7,0,2,635.7,4,5,0,2,2,2,2
2,6343.8,19.1295,2,0,2,321.6,3,5,0,2,3,4,1
2,10814.4,18.8356,2,0,4,491.0,1,5,1,2,5,5,2
2,11459.7,19.1015,4,0,2,520.3,2,7,0,2,2,3,4
2,5591.6,19.0776,1,0,2,253.9,3,5,0,2,1,4,2
1,13559.0,18.7725,2,0,4,687.4,1,4,1,4,5,6,1
1,10854.1,19.2972,4,0,2,550.3,2,8,0,3,2,3,3
2,21355.0,18.9638,2,0,4,969.5,1,9,0,4,5,8,3
1,13671.5,19.0074,3,0,3,620.7,1,5,0,4,2,4,1
1,18040.9,18.9208,9,0,4,819.1,1,8,1,2,5,2,2
2,10238.4,19.1988,3,0,3,519.1,4,9,0,4,3,3,4
2,12623.9,19.0007,6,0,3,573.1,1,9,0,1,2,2,7
2,17570.8,18.8504,4,0,3,797.7,1,2,0,4,5,4,3
1,5788.8,19.2827,5,0,5,293.5,4,4,0,3,3,2,3
2,15320.9,19.0158,3,0,3,776.8,1,5,0,2,4,4,1
1,11407.1,19.2242,4,0,5,517.9,2,5,0,2,3,3,1
1,6887.3,19.3749,4,0,5,349.2,4,7,0,1,1,2,7
2,14831.1,18.7168,6,0,3,673.3,1,5,1,1,4,2,7
2,14667.3,19.0456,7,0,2,743.6,3,4,0,4,3,2,4
1,11067.5,19.0343,5,0,6,561.1,4,3,0,1,2,2,7
2,9567.7,19.1168,6,0,1,485.1,3,8,0,3,3,2,4
1,16554.7,19.0234,3,0,4,751.6,1,8,0,4,5,5,3
2,7668.4,19.2001,6,0,1,388.8,3,5,0,2,2,2,4
2,16246.0,18.9559,3,0,3,737.6,1,4,0,4,5,5,3
1,9020.3,19.2054,6,0,2,457.3,4,2,0,2,4,2,4
2,7789.9,18.8918,7,0,5,394.9,4,6,1,1,2,2,7
1,10499.9,18.9369,3,0,2,476.7,1,2,0,3,4,4,3
1,15087.3,18.8371,6,0,4,685.0,1,8,1,2,4,2,2
2,11236.2,18.9656,1,0,2,510.1,1,3,0,3,4,7,1
2,11931.9,19.1832,3,0,3,541.7,3,5,0,2,3,3,5
1,14797.0,19.1847,4,0,3,750.2,3,5,0,4,3,4,3
2,12003.6,18.9666,4,0,4,545.0,1,7,0,2,4,3,2
1,8168.9,19.1472,6,0,3,414.2,3,5,0,2,3,2,2
2,15336.1,19.1897,7,0,2,777.5,3,5,0,3,4,2,4
1,9952.6,19.3064,4,0,5,451.8,2,5,0,1,2,2,6
1,10757.9,19.1751,4,0,3,545.4,4,4,0,3,3,3,4
2,8816.1,19.1481,3,0,5,447.0,4,9,0,5,2,3,3
2,8485.5,19.1177,7,0,3,430.2,3,6,0,1,1,2,7
2,8011.3,19.0449,2,0,1,363.7,2,9,0,2,3,4,5
1,15575.0,19.126,5,0,2,789.7,2,1,0,2,3,3,5
1,11760.0,19.2062,16,1,2,533.9,2,7,0,2,2,1,1
1,11052.0,19.2035,4,0,3,501.8,2,5,0,2,1,2,2
2,10784.0,18.8976,3,0,2,489.6,2,6,1,2,4,3,1
1,15972.6,19.2121,2,0,1,809.8,2,9,0,5,5,7,1
1,13725.3,19.1177,5,0,3,695.9,3,4,0,2,3,3,5
1,12236.0,18.9883,4,0,4,555.5,1,3,0,4,5,4,3
1,11375.1,19.1024,5,0,3,516.4,2,7,0,2,3,2,4
1,10316.7,19.2283,5,0,5,523.1,3,6,0,1,1,2,6
2,15325.5,18.7666,2,0,4,695.8,1,4,1,2,5,6,2
1,12261.5,19.1811,9,0,2,621.7,4,4,0,2,3,2,2
1,11047.7,19.0377,1,0,2,501.6,1,3,0,2,3,10,1
1,8889.9,19.3036,4,0,3,450.7,2,5,0,2,3,3,1
2,3529.0,18.8379,4,0,5,178.9,3,9,1,1,3,2,6
1,14941.1,19.2411,6,0,6,757.5,2,3,0,2,1,2,1
1,10837.0,19.0419,1,0,2,492.0,1,2,0,3,4,7,3
1,11478.8,19.1807,5,0,2,582.0,2,5,0,3,2,2,4
1,16697.7,18.9181,8,0,3,758.1,2,4,1,2,4,2,2
2,11857.2,19.1636,7,0,2,601.2,3,4,0,4,4,2,3
1,10000.7,19.2943,1,0,5,454.0,2,9,0,2,2,8,1
2,13528.9,19.2693,4,0,5,685.9,4,7,0,3,2,3,3
2,10712.5,19.0169,6,0,1,543.1,2,9,0,5,5,2,5
1,12684.8,19.2786,4,0,1,575.9,3,5,0,3,2,3,4
2,6422.0,19.058,4,0,3,325.6,4,6,0,1,1,2,7
1,8632.9,19.2306,4,0,5,437.7,4,5,0,4,2,3,4
2,12672.4,18.9154,7,0,2,642.5,4,9,1,1,2,2,7
1,11254.8,19.2425,2,0,5,511.0,3,6,0,3,2,5,4
1,8003.0,19.0655,6,0,1,405.8,3,4,0,3,3,2,4
2,9107.5,19.1898,5,0,2,461.8,4,9,0,2,3,2,4
1,11256.9,18.8054,4,0,2,511.1,1,3,1,2,5,3,1
2,9204.3,19.1307,2,0,2,466.7,4,4,0,3,3,5,5
1,13483.2,19.0481,4,0,4,683.6,1,9,0,2,2,3,2
2,13467.5,18.8946,1,0,4,611.4,1,6,0,4,4,7,3
1,14717.8,19.1702,5,0,1,668.2,3,6,0,4,4,3,4
2,11167.3,19.0727,6,0,3,507.0,4,5,0,1,2,2,7
1,12820.1,18.8723,8,0,2,650.0,4,2,1,1,5,2,7
1,10759.8,19.0356,1,0,3,488.5,3,5,0,3,4,6,5
1,5371.1,19.2651,3,0,5,272.3,4,5,0,1,2,2,7
2,15553.5,19.1203,3,0,3,706.1,3,5,0,2,3,4,1
1,13094.8,19.0101,4,0,4,594.5,1,2,0,4,4,3,3
1,9202.7,18.9977,12,1,6,417.8,1,2,0,1,2,1,6
2,15409.1,18.77,10,1,4,699.6,1,7,1,1,3,1,6
1,12829.7,18.7286,3,0,3,650.5,2,3,1,1,5,3,6
2,16614.1,18.756,4,0,4,754.3,1,8,1,2,5,3,2
1,8619.5,19.0667,5,0,2,437.0,1,8,0,1,2,2,7
2,6433.8,18.9999,5,0,3,326.2,2,5,0,2,2,2,2
2,12355.4,18.8043,2,0,4,560.9,1,7,1,2,5,5,2
1,14752.2,18.9652,8,0,2,669.7,1,3,0,4,5,2,3
2,6700.3,19.0302,4,0,5,339.7,3,7,0,4,2,3,3
1,7660.1,19.0714,2,0,3,347.8,1,4,0,2,3,3,2
1,15486.8,18.8481,1,0,4,703.1,1,8,1,3,5,10,1
1,10625.2,18.9455,5,0,5,482.4,1,4,1,1,2,2,6
1,10162.5,18.9809,5,0,5,461.4,2,5,1,1,3,2,7
1,17657.4,19.0335,5,0,3,895.2,1,5,0,5,5,4,3
1,8985.1,19.0186,3,0,3,407.9,1,4,0,2,3,3,1
2,9617.1,18.901,3,0,4,436.6,1,4,0,3,4,3,2
2,15160.4,18.798,9,0,3,688.3,1,6,1,1,4,2,7
2,16404.6,18.8509,6,0,4,744.8,1,6,1,2,5,3,2
1,9999.5,18.9631,2,0,4,454.0,1,9,1,2,5,6,2
2,11650.7,19.1081,2,0,2,590.7,2,9,0,5,2,5,3
1,10648.3,19.057,5,0,2,483.4,1,4,0,4,3,2,3
2,9757.8,19.2727,4,0,5,494.7,4,9,0,1,1,2,7
2,22731.6,18.8322,2,0,4,1032.0,1,8,1,2,5,6,2
2,12426.9,19.0922,6,0,2,630.0,4,9,0,2,3,2,2
1,6910.6,19.1174,2,0,5,313.7,1,8,0,2,2,3,1
1,3856.1,19.1863,5,0,1,195.5,4,3,0,2,2,2,4
2,12583.4,19.1299,5,0,2,571.3,1,5,0,2,3,2,1
1,9073.6,18.9079,3,0,2,411.9,2,2,1,1,3,3,6
1,12751.1,19.3658,6,0,5,578.9,4,9,0,3,2,2,3
2,7474.9,18.8383,4,0,5,379.0,3,6,1,1,3,2,7
1,8911.1,19.0533,5,0,5,404.6,1,6,0,1,2,2,6
1,11142.4,19.3271,4,0,5,564.9,4,9,0,3,2,3,4
1,8868.1,19.2083,6,0,2,402.6,2,8,0,2,1,2,1
2,10358.9,19.0963,5,0,3,525.2,3,5,0,1,2,2,7
1,12666.1,19.0355,3,0,1,575.0,1,2,0,2,3,4,4
1,8512.9,19.0269,3,0,2,431.6,1,6,0,4,3,4,3
2,14984.3,19.1868,5,0,2,759.7,3,6,0,2,4,3,1
2,17352.6,18.8516,7,0,4,787.8,1,6,1,2,5,2,2
2,14876.9,19.0764,8,0,6,754.3,2,4,0,1,2,2,7
2,12041.7,18.9996,5,0,3,610.5,3,4,0,1,2,2,7
2,15798.7,18.9473,3,0,4,717.3,1,5,0,4,4,4,3
2,11294.0,19.0874,8,0,2,572.6,4,5,0,1,2,1,6
1,7883.5,19.1155,6,0,2,399.7,2,2,0,2,2,2,4
2,14281.5,18.7404,9,0,3,648.4,1,4,1,1,4,2,6
1,10264.0,19.3322,5,0,2,520.4,3,4,0,5,2,3,5
2,10130.2,19.0609,4,0,1,513.6,4,4,0,4,3,3,3
1,11982.2,19.1164,5,0,5,607.5,4,3,0,1,1,2,7
2,8741.5,19.2064,2,0,3,396.9,4,8,0,3,2,3,5
2,11807.0,19.2927,3,0,2,598.6,4,5,0,2,3,4,5
1,9349.4,19.1004,6,0,3,424.5,2,6,0,1,2,2,7
1,16148.0,18.9277,2,0,4,733.1,1,1,0,5,5,7,3
2,6106.4,18.8998,6,0,4,277.2,1,9,1,2,5,2,4
2,13142.5,18.783,4,0,4,666.3,1,6,1,3,5,4,2
1,15468.7,19.0307,5,0,1,702.3,1,4,0,2,3,2,5
2,16650.5,18.9471,4,0,3,755.9,1,2,0,3,2,3,3
1,14286.0,19.2004,3,0,1,648.6,2,5,0,4,3,4,3
1,6143.6,19.2898,2,0,3,278.9,3,5,0,2,3,3,5
1,12780.5,19.0438,2,0,3,580.2,1,4,0,4,3,6,1
2,10653.3,19.128,5,0,2,540.1,4,9,0,2,3,2,5
2,11350.0,19.0727,4,0,2,575.4,3,5,0,4,3,3,3
